time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,0.0,0.0,0
0.1,0.1,8.333333333333332,18.0,0
0.2,0.1,12.5,36.0,0
0.30000000000000004,0.1,16.666666666666664,54.0,0
0.4,0.1,19.791666666666664,72.0,0
0.5,0.1,23.958333333333336,90.0,0
0.6,0.1,28.125,108.0,0
0.7,0.1,32.29166666666667,126.0,0
0.7999999999999999,0.1,34.375,144.0,0
0.8999999999999999,0.1,36.45833333333333,162.0,0
0.9999999999999999,0.1,38.54166666666667,180.0,0
1.0999999999999999,0.1,39.58333333333333,198.0,0
1.2,0.1,40.625,216.0,0
1.3,0.1,42.70833333333333,234.0,0
1.4000000000000001,0.1,43.75,252.0,0
1.5000000000000002,0.1,44.79166666666667,270.0,0
1.6000000000000003,0.1,44.79166666666667,288.0,0
1.7000000000000004,0.1,45.83333333333333,306.0,0
1.8000000000000005,0.1,46.875,324.0,0
1.9000000000000006,0.1,48.95833333333333,342.0,0
2.0000000000000004,0.1,50.0,360.0,0
2.1000000000000005,0.1,50.0,378.0,0
2.2000000000000006,0.1,51.041666666666664,396.0,0
2.3000000000000007,0.1,51.041666666666664,414.0,0
2.400000000000001,0.1,51.041666666666664,432.0,0
2.500000000000001,0.1,51.041666666666664,450.0,0
2.600000000000001,0.1,51.041666666666664,468.0,0
2.700000000000001,0.1,52.083333333333336,486.0,0
2.800000000000001,0.1,52.083333333333336,504.0,0
2.9000000000000012,0.1,52.083333333333336,522.0,0
3.0000000000000013,0.1,53.125,540.0,0
3.1000000000000014,0.1,54.166666666666664,558.0,0
3.2000000000000015,0.1,55.208333333333336,576.0,0
3.3000000000000016,0.1,55.208333333333336,594.0,0
3.4000000000000017,0.1,55.208333333333336,612.0,0
3.5000000000000018,0.1,56.25,630.0,0
3.600000000000002,0.1,56.25,648.0,0
3.700000000000002,0.1,56.25,666.0,0
3.800000000000002,0.1,56.25,684.0,0
3.900000000000002,0.1,56.25,702.0,0
4.000000000000002,0.1,56.25,720.0,0
4.100000000000001,0.1,56.25,738.0,0
4.200000000000001,0.1,56.25,756.0,0
4.300000000000001,0.1,56.25,774.0,0
4.4,0.1,56.25,792.0,0
4.5,0.1,56.25,810.0,0
4.6,0.1,56.25,828.0,0
4.699999999999999,0.1,56.25,846.0,0
4.799999999999999,0.1,57.291666666666664,864.0,0
4.899999999999999,0.1,57.291666666666664,882.0,0
4.999999999999998,0.1,58.333333333333336,900.0,0
5.099999999999998,0.1,58.333333333333336,918.0,0
5.1999999999999975,0.1,58.333333333333336,936.0,0
5.299999999999997,0.1,58.333333333333336,954.0,0
