time,step-size,{Controller}.ControllerInstance.servoLeft,{Controller}.ControllerInstance.servoRight,{DesiredPosition}.DesiredPositionInstance.xDesired,{DesiredPosition}.DesiredPositionInstance.yDesired,{Robot}.RobotInstance.robot_theta,{Robot}.RobotInstance.robot_x,{Robot}.RobotInstance.robot_y
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.1,0.0,0.0,1.5,0.5,1.57,0.5,0.5
0.2,0.1,-0.4928940111912927,-0.4928940111912927,1.5,0.5,1.57,0.5,0.5
0.30000000000000004,0.1,-0.4928940111912927,-0.4928940111912927,1.5,0.5,1.6655769698539085,0.5000537480785305,0.4988266946743166
0.4,0.1,0.507451712650322,0.507451712650322,1.5,0.5,1.7916036133036177,0.5002979689684071,0.497268864824463
0.5,0.1,0.526974937216886,0.526974937216886,1.5,0.5,1.7412124942727627,0.5001851624882564,0.4978422106923068
0.6,0.1,0.519160920674283,0.519160920674283,1.5,0.5,1.636267381162386,0.5000291357283416,0.49914128674199915
0.7,0.1,0.5029037583110659,0.5029037583110659,1.5,0.5,1.5029238348639102,0.5000275219701465,0.5008099190982267
0.7999999999999999,0.1,-0.503288085610526,-0.503288085610526,1.5,0.5,1.3544860797116804,0.5002865977763246,0.5026519816183345
0.8999999999999999,0.1,-0.5262819856815414,-0.5262819856815414,1.5,0.5,1.3906759373186277,0.5002085046951207,0.5022550981682418
0.9999999999999999,0.1,-0.5206677854758108,-0.5206677854758108,1.5,0.5,1.4868474709641368,0.5000497957819799,0.5010683085647948
1.0999999999999999,0.1,-0.5057691819338322,-0.5057691819338322,1.5,0.5,1.6164268225929028,0.5000158402130772,0.4994479160073474
1.2,0.1,0.4998398000029645,0.4998398000029645,1.5,0.5,1.7622476182322788,0.5002280314723225,0.497633288617584
1.3,0.1,0.5224275568791065,0.5224275568791065,1.5,0.5,1.7249056527191908,0.5001577449187605,0.49804658518351885
1.4000000000000001,0.1,0.516635210142226,0.516635210142226,1.5,0.5,1.628541656532384,0.5000299691505677,0.4992397078806508
1.5000000000000002,0.1,0.5017073910991737,0.5017073910991737,1.5,0.5,1.5007811803408568,0.5000370755708412,0.500837798747873
1.6000000000000003,0.1,-0.5036197936079677,-0.5036197936079677,1.5,0.5,1.3559165169900638,0.5002910697511855,0.5026350044940299
1.7000000000000004,0.1,-0.5260602787189786,-0.5260602787189786,1.5,0.5,1.3943354087670923,0.500208797167055,0.5022101584947166
1.8000000000000005,0.1,-0.5201008356532297,-0.5201008356532297,1.5,0.5,1.4918404777911736,0.5000532611503787,0.5010059100067727
1.9000000000000006,0.1,-0.5049957997961232,-0.5049957997961232,1.5,0.5,1.6207596594162161,0.5000271765925918,0.49939349162002805
2.0000000000000004,0.1,0.5005108818057782,0.5005108818057782,1.5,0.5,1.7667702409428445,0.5002478537438245,0.4975774256796056
2.1000000000000005,0.1,0.5231281733058333,0.5231281733058333,1.5,0.5,1.729465599125379,0.5001759135738573,0.4979899385804385
2.2000000000000006,0.1,0.5173415603794446,0.5173415603794446,1.5,0.5,1.633031941929657,0.500042752654366,0.4991833327412872
2.3000000000000007,0.1,0.5024028625587266,0.5024028625587266,1.5,0.5,1.5051349343656057,0.5000428758388212,0.5007831392784361
2.400000000000001,0.1,-0.5029454661357811,-0.5029454661357811,1.5,0.5,1.3600942805185163,0.5002895634458571,0.5025835811536703
2.500000000000001,0.1,-0.5254130516400548,-0.5254130516400548,1.5,0.5,1.3983158602948855,0.5002095541901748,0.5021608202771517
2.600000000000001,0.1,-0.5194842289682648,-0.5194842289682648,1.5,0.5,1.4956141735951096,0.5000590649188402,0.5009585430897341
2.700000000000001,0.1,-0.5044113124125161,-0.5044113124125161,1.5,0.5,1.6243249102682438,0.5000389755384651,0.49934865162468833
2.800000000000001,0.1,0.5010630683933923,0.5010630683933923,1.5,0.5,1.7701302893243331,0.5002656582060433,0.4975359168467034
2.9000000000000012,0.1,0.5236486886508684,0.5236486886508684,1.5,0.5,1.7326267190749725,0.5001919451859819,0.4979506560316422
3.0000000000000013,0.1,0.5178312245941386,0.5178312245941386,1.5,0.5,1.6360021752763447,0.5000548634918044,0.4991460186180001
3.1000000000000014,0.1,0.5028628986834173,0.5028628986834173,1.5,0.5,1.5079233110706212,0.5000503813135109,0.50074810039306
3.2000000000000015,0.1,-0.5025135954259646,-0.5025135954259646,1.5,0.5,1.3627102653225702,0.500292495727478,0.5025513439966226
3.3000000000000016,0.1,-0.5250077826101348,-0.5250077826101348,1.5,0.5,1.4007689835687753,0.5002139547339575,0.5021303901333724
3.4000000000000017,0.1,-0.5191042211174348,-0.5191042211174348,1.5,0.5,1.4979137952668202,0.5000665726205024,0.5009296702010091
3.5000000000000018,0.1,-0.5040551371917574,-0.5040551371917574,1.5,0.5,1.626480121797823,0.5000501003911907,0.49932154969427495
3.600000000000002,0.1,0.5013968680114047,0.5013968680114047,1.5,0.5,1.7721498219828262,0.5002803623139265,0.4975109811989844
3.700000000000002,0.1,0.5239615409705155,0.5239615409705155,1.5,0.5,1.7345188852469062,0.5002055499822398,0.4979271505264684
3.800000000000002,0.1,0.5181243250272546,0.5181243250272546,1.5,0.5,1.6377748395878642,0.5000661021797009,0.49912375044346513
