time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,10.416666666666668,40.0,0
0.1,0.1,6.25,20.0,0
0.2,0.1,9.375,40.0,0
0.30000000000000004,0.1,13.541666666666666,60.0,0
0.4,0.1,17.708333333333336,80.0,0
0.5,0.1,21.875,100.0,0
0.6,0.1,25.0,120.0,0
0.7,0.1,29.166666666666668,140.0,0
0.7999999999999999,0.1,33.33333333333333,160.0,0
0.8999999999999999,0.1,36.45833333333333,180.0,0
0.9999999999999999,0.1,39.58333333333333,200.0,0
1.0999999999999999,0.1,42.70833333333333,220.0,0
1.2,0.1,46.875,240.0,0
1.3,0.1,46.875,260.0,0
1.4000000000000001,0.1,46.875,280.0,0
1.5000000000000002,0.1,47.91666666666667,300.0,0
1.6000000000000003,0.1,47.91666666666667,320.0,0
1.7000000000000004,0.1,48.95833333333333,340.0,0
1.8000000000000005,0.1,50.0,360.0,0
1.9000000000000006,0.1,51.041666666666664,380.0,0
