time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,0.0,0.0,0
0.1,0.1,25.0,20.0,0
0.2,0.1,37.5,40.0,0
0.30000000000000004,0.1,50.0,60.0,0
0.4,0.1,62.5,80.0,0
0.5,0.1,75.0,100.0,0
0.6,0.1,87.5,120.0,0
0.7,0.1,87.5,140.0,0
0.7999999999999999,0.1,87.5,160.0,0
0.8999999999999999,0.1,87.5,180.0,0
0.9999999999999999,0.1,100.0,200.0,0
1.0999999999999999,0.1,100.0,200.0,0
1.2,0.1,100.0,200.0,0
1.3,0.1,100.0,200.0,0
1.4000000000000001,0.1,100.0,200.0,0
1.5000000000000002,0.1,100.0,200.0,0
1.6000000000000003,0.1,100.0,200.0,0
1.7000000000000004,0.1,100.0,200.0,0
1.8000000000000005,0.1,100.0,200.0,0
1.9000000000000006,0.1,100.0,200.0,0
