time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,0.0,0.0,0
0.1,0.1,8.333333333333332,18.0,0
0.2,0.1,12.5,36.0,0
0.30000000000000004,0.1,15.625,54.0,0
0.4,0.1,18.75,72.0,0
0.5,0.1,22.916666666666664,90.0,0
0.6,0.1,23.958333333333336,108.0,0
0.7,0.1,26.041666666666668,126.0,0
0.7999999999999999,0.1,29.166666666666668,144.0,0
0.8999999999999999,0.1,31.25,162.0,0
0.9999999999999999,0.1,34.375,180.0,0
1.0999999999999999,0.1,35.41666666666667,198.0,0
1.2,0.1,37.5,216.0,0
1.3,0.1,40.625,234.0,0
1.4000000000000001,0.1,41.66666666666667,252.0,0
1.5000000000000002,0.1,42.70833333333333,270.0,0
1.6000000000000003,0.1,43.75,288.0,0
1.7000000000000004,0.1,45.83333333333333,306.0,0
1.8000000000000005,0.1,46.875,324.0,0
1.9000000000000006,0.1,46.875,342.0,0
2.0000000000000004,0.1,48.95833333333333,360.0,0
2.1000000000000005,0.1,50.0,378.0,0
2.2000000000000006,0.1,51.041666666666664,396.0,0
2.3000000000000007,0.1,53.125,414.0,0
2.400000000000001,0.1,55.208333333333336,432.0,0
2.500000000000001,0.1,55.208333333333336,450.0,0
2.600000000000001,0.1,56.25,468.0,0
2.700000000000001,0.1,57.291666666666664,486.0,0
2.800000000000001,0.1,58.333333333333336,504.0,0
2.9000000000000012,0.1,59.375,522.0,0
3.0000000000000013,0.1,60.416666666666664,540.0,0
3.1000000000000014,0.1,61.458333333333336,558.0,0
3.2000000000000015,0.1,62.5,576.0,0
3.3000000000000016,0.1,63.541666666666664,594.0,0
3.4000000000000017,0.1,64.58333333333334,612.0,0
3.5000000000000018,0.1,65.625,630.0,0
3.600000000000002,0.1,66.66666666666666,648.0,0
3.700000000000002,0.1,67.70833333333334,666.0,0
3.800000000000002,0.1,67.70833333333334,684.0,0
3.900000000000002,0.1,67.70833333333334,702.0,0
4.000000000000002,0.1,67.70833333333334,720.0,0
4.100000000000001,0.1,68.75,738.0,0
4.200000000000001,0.1,68.75,756.0,0
4.300000000000001,0.1,68.75,774.0,0
4.4,0.1,68.75,792.0,0
4.5,0.1,69.79166666666666,810.0,0
4.6,0.1,69.79166666666666,828.0,0
4.699999999999999,0.1,69.79166666666666,846.0,0
4.799999999999999,0.1,69.79166666666666,864.0,0
4.899999999999999,0.1,69.79166666666666,882.0,0
4.999999999999998,0.1,69.79166666666666,900.0,0
5.099999999999998,0.1,69.79166666666666,918.0,0
5.1999999999999975,0.1,69.79166666666666,936.0,0
5.299999999999997,0.1,69.79166666666666,954.0,0
