time,step-size,{Controller}.ControllerInstance.servoLeft,{Controller}.ControllerInstance.servoRight,{DesiredPosition}.DesiredPositionInstance.xDesired,{DesiredPosition}.DesiredPositionInstance.yDesired,{Robot}.RobotInstance.robot_theta,{Robot}.RobotInstance.robot_x,{Robot}.RobotInstance.robot_y
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.1,-1.0,-1.0,1.5,0.5,1.57,0.5,0.5
0.2,0.1,-1.0,-1.0,1.5,0.5,1.7639097051831674,0.5002226846312915,0.49763022253116856
0.30000000000000004,0.1,1.0,1.0,1.5,0.5,2.019596713642159,0.5012157876092622,0.4945960008754465
0.4,0.1,1.0,1.0,1.5,0.5,1.9230887318040546,0.5007840697193165,0.495623918493865
0.5,0.1,1.0,1.0,1.5,0.5,1.725405028732203,0.5001595434851261,0.49800624518342684
0.6,0.1,1.0,1.0,1.5,0.5,1.4705306643024603,0.5000601090008768,0.501187100036783
0.7,0.1,-1.0,-1.0,1.5,0.5,1.179729567459005,0.5009274539605805,0.5047151857064769
0.7999999999999999,0.1,-1.0,-1.0,1.5,0.5,1.2541792248062493,0.500643543726043,0.5039290372136466
0.8999999999999999,0.1,-1.0,-1.0,1.5,0.5,1.438006221869054,0.5001298882520803,0.5016992710993804
0.9999999999999999,0.1,-1.0,-1.0,1.5,0.5,1.6841760003900028,0.5000896446683345,0.49862648008785243
1.0999999999999999,0.1,1.0,1.0,1.5,0.5,1.9725054637077337,0.5009925103342618,0.49513966319355623
1.2,0.1,1.0,1.0,1.5,0.5,1.8948135671705315,0.5006877147693543,0.495961884891707
1.3,0.1,1.0,1.0,1.5,0.5,1.7089498392799467,0.5001544385394242,0.4982134494587847
1.4000000000000001,0.1,1.0,1.0,1.5,0.5,1.4615006147485978,0.5000998563967335,0.5013021059463991
1.5000000000000002,0.1,-1.0,-1.0,1.5,0.5,1.175363893859062,0.5009783748622201,0.5047671681921782
1.6000000000000003,0.1,-1.0,-1.0,1.5,0.5,1.252743708735912,0.5006803458372767,0.5039466599168907
1.7000000000000004,0.1,-1.0,-1.0,1.5,0.5,1.4384113932500053,0.5001611470450155,0.501694340831064
1.8000000000000005,0.1,-1.0,-1.0,1.5,0.5,1.6857374663877784,0.5001244585637289,0.4986069655102811
1.9000000000000006,0.1,1.0,1.0,1.5,0.5,1.9717968248389337,0.5010223374189087,0.49514786963332497
2.0000000000000004,0.1,1.0,1.0,1.5,0.5,1.894368405495941,0.5007196866589025,0.4959673444535666
2.1000000000000005,0.1,1.0,1.0,1.5,0.5,1.7086701876741268,0.5001881258797553,0.4982171751391036
2.2000000000000006,0.1,1.0,1.0,1.5,0.5,1.4613249338373193,0.5001346132621631,0.5013045466637772
2.3000000000000007,0.1,-1.0,-1.0,1.5,0.5,1.1752535265048605,0.5010136917437421,0.5047686245782012
2.400000000000001,0.1,-1.0,-1.0,1.5,0.5,1.2526743795113862,0.5007156073394213,0.5039475777869606
2.500000000000001,0.1,-1.0,-1.0,1.5,0.5,1.4383678445652037,0.5001963741449448,0.5016949310182515
2.600000000000001,0.1,-1.0,-1.0,1.5,0.5,1.6857101128266097,0.5001597109562499,0.49860735057829214
2.700000000000001,0.1,1.0,1.0,1.5,0.5,1.9717796445900286,0.5010576518749956,0.49514813812789416
2.800000000000001,0.1,1.0,1.0,1.5,0.5,1.8943576122838444,0.5007551245583209,0.49596757492900506
2.9000000000000012,0.1,1.0,1.0,1.5,0.5,1.708663406290153,0.5002236652731037,0.49821737845607517
3.0000000000000013,0.1,1.0,1.0,1.5,0.5,1.4613206725618908,0.500170228073386,0.5013047201478091
