time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,76.04166666666666,1800.0,0
0.1,0.1,6.25,18.0,0
0.2,0.1,10.416666666666668,36.0,0
0.30000000000000004,0.1,14.583333333333334,54.0,0
0.4,0.1,18.75,72.0,0
0.5,0.1,22.916666666666664,90.0,0
0.6,0.1,27.083333333333332,108.0,0
0.7,0.1,31.25,126.0,0
0.7999999999999999,0.1,35.41666666666667,144.0,0
0.8999999999999999,0.1,39.58333333333333,162.0,0
0.9999999999999999,0.1,42.70833333333333,180.0,0
1.0999999999999999,0.1,44.79166666666667,198.0,0
1.2,0.1,45.83333333333333,216.0,0
1.3,0.1,46.875,234.0,0
1.4000000000000001,0.1,48.95833333333333,252.0,0
1.5000000000000002,0.1,48.95833333333333,270.0,0
1.6000000000000003,0.1,51.041666666666664,288.0,0
1.7000000000000004,0.1,52.083333333333336,306.0,0
1.8000000000000005,0.1,53.125,324.0,0
1.9000000000000006,0.1,55.208333333333336,342.0,0
2.0000000000000004,0.1,56.25,360.0,0
2.1000000000000005,0.1,57.291666666666664,378.0,0
2.2000000000000006,0.1,59.375,396.0,0
2.3000000000000007,0.1,60.416666666666664,414.0,0
2.400000000000001,0.1,60.416666666666664,432.0,0
2.500000000000001,0.1,62.5,450.0,0
2.600000000000001,0.1,63.541666666666664,468.0,0
2.700000000000001,0.1,66.66666666666666,486.0,0
2.800000000000001,0.1,67.70833333333334,504.0,0
2.9000000000000012,0.1,67.70833333333334,522.0,0
3.0000000000000013,0.1,68.75,540.0,0
3.1000000000000014,0.1,69.79166666666666,558.0,0
3.2000000000000015,0.1,70.83333333333334,576.0,0
3.3000000000000016,0.1,70.83333333333334,594.0,0
3.4000000000000017,0.1,70.83333333333334,612.0,0
3.5000000000000018,0.1,70.83333333333334,630.0,0
3.600000000000002,0.1,70.83333333333334,648.0,0
3.700000000000002,0.1,70.83333333333334,666.0,0
3.800000000000002,0.1,70.83333333333334,684.0,0
3.900000000000002,0.1,70.83333333333334,702.0,0
4.000000000000002,0.1,70.83333333333334,720.0,0
4.100000000000001,0.1,70.83333333333334,738.0,0
4.200000000000001,0.1,70.83333333333334,756.0,0
4.300000000000001,0.1,70.83333333333334,774.0,0
4.4,0.1,70.83333333333334,792.0,0
4.5,0.1,70.83333333333334,810.0,0
4.6,0.1,70.83333333333334,828.0,0
4.699999999999999,0.1,70.83333333333334,846.0,0
4.799999999999999,0.1,70.83333333333334,864.0,0
4.899999999999999,0.1,70.83333333333334,882.0,0
4.999999999999998,0.1,70.83333333333334,900.0,0
5.099999999999998,0.1,70.83333333333334,918.0,0
5.1999999999999975,0.1,70.83333333333334,936.0,0
5.299999999999997,0.1,70.83333333333334,954.0,0
5.399999999999997,0.1,70.83333333333334,972.0,0
5.4999999999999964,0.1,71.875,990.0,0
5.599999999999996,0.1,72.91666666666666,1008.0,0
5.699999999999996,0.1,72.91666666666666,1026.0,0
5.799999999999995,0.1,75.0,1044.0,0
5.899999999999995,0.1,77.08333333333334,1062.0,0
5.999999999999995,0.1,78.125,1080.0,0
6.099999999999994,0.1,79.16666666666666,1098.0,0
6.199999999999994,0.1,79.16666666666666,1116.0,0
6.299999999999994,0.1,81.25,1134.0,0
6.399999999999993,0.1,81.25,1152.0,0
6.499999999999993,0.1,81.25,1170.0,0
6.5999999999999925,0.1,81.25,1188.0,0
