time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,0.0,0.0,0
0.1,0.1,22.22222222222222,20.0,0
0.2,0.1,33.33333333333333,40.0,0
0.30000000000000004,0.1,44.44444444444444,60.0,0
0.4,0.1,55.55555555555556,80.0,0
0.5,0.1,55.55555555555556,100.0,0
0.6,0.1,55.55555555555556,120.0,0
0.7,0.1,66.66666666666666,140.0,0
0.7999999999999999,0.1,77.77777777777779,160.0,0
0.8999999999999999,0.1,77.77777777777779,180.0,0
0.9999999999999999,0.1,77.77777777777779,200.0,0
